,Imagepath,Animal,Labels
47,/content/train/fbaabd8210413b2084743c1f00d8c0f4.jpg,1,lakeland_terrier
48,/content/train/67f90e266894d87d8a387f0e31cd4e20.jpg,1,tibetan_terrier
49,/content/train/40bcb674ab3a46040d8721a95b9052b3.jpg,1,norwegian_elkhound
50,/content/train/39625c8e9173a6175d31079f8b9b6b62.jpg,1,african_hunting_dog
51,/content/train/f922fcb519e1f55ca99e8c3bb9e07619.jpg,1,irish_water_spaniel
52,/content/train/cceda69318da7cff1dadf98a150d567c.jpg,1,walker_hound
53,/content/train/5a64793c5a451c82288f19b83f71713c.jpg,1,irish_water_spaniel
54,/content/train/ea9e3ca803a028a17317345e4fa75135.jpg,1,wire-haired_fox_terrier
55,/content/train/e8e9ea1506e0ad9382665b2690ecb4e9.jpg,1,giant_schnauzer
56,/content/train/8fe632cb1840ea68cb6305578196dc96.jpg,1,affenpinscher
57,/content/train/08644ddaf5a3ca7f08fcab7561ec4eea.jpg,1,shih-tzu
58,/content/train/c02d063b4d8dd7dc77d22deac788318c.jpg,1,irish_terrier
59,/content/train/26f41b861666360a8048a230e838bdeb.jpg,1,kuvasz
60,/content/train/d3efb07d4a0dc2d9d1824ca79964a222.jpg,1,german_shepherd
61,/content/train/bbb8f439fd4a3563bfd4adf9a13f613d.jpg,1,greater_swiss_mountain_dog
62,/content/train/3f5b2f820634bb1f75d4c89627e0e8b7.jpg,1,basset
63,/content/train/fe9e09be6594f626f0d711bfba10cfe0.jpg,1,australian_terrier
64,/content/train/06c47d61293f2bb51a94040bb4b20799.jpg,1,schipperke
65,/content/train/728b6f85d37f74e5f5c4a477103da84f.jpg,1,rhodesian_ridgeback
66,/content/train/6a5922845fe652449fbbbdb05ce5c32b.jpg,1,irish_setter
67,/content/train/5bfd9576067a577da2cc278db7aae2e7.jpg,1,appenzeller
68,/content/train/89f38923a2427b596553c4382841a640.jpg,1,german_shepherd
69,/content/train/1bdd7be5d86db9f293136bc94338e667.jpg,1,bloodhound
70,/content/train/0c71084d955bfca989d865cbcf8cf8ae.jpg,1,samoyed
71,/content/train/06fe22a92fa8dc8f90e7a0f118acad6f.jpg,1,miniature_schnauzer
72,/content/train/ff05f3976c17fef275cc0306965b3fe4.jpg,1,brittany_spaniel
73,/content/train/66a03a70c6e70191617d23c74d8bc729.jpg,1,english_setter
74,/content/train/762de77cd403b66176c7a9cc612f7741.jpg,1,kelpie
75,/content/train/b0235fffba60fb4e4fa87cafe79983e8.jpg,1,papillon
76,/content/train/4575bc63885e0c394fb05d31f6625636.jpg,1,border_collie
77,/content/train/79ebb7ccc1a5d29593f913210c36118f.jpg,1,brittany_spaniel
78,/content/train/77c28f5613c5e7bd0ee27cad00d8e4bd.jpg,1,appenzeller
79,/content/train/36c8a8c901324e0c34db896724abec3b.jpg,1,scottish_deerhound
80,/content/train/44a793a3f07c70e9ec35d8e804bf8115.jpg,1,entlebucher
81,/content/train/19fd98408baa882087628bdf39d9d98c.jpg,1,collie
82,/content/train/9f82e181388d76f44066c05f3bf6c67a.jpg,1,malamute
83,/content/train/608daa34284981501bb9ad2443579a21.jpg,1,welsh_springer_spaniel
84,/content/train/e5fe6ce882c440a45354722376fdb770.jpg,1,chihuahua
85,/content/train/859433a164cbb202cfcf57ee6b24217d.jpg,1,border_terrier
86,/content/train/9eb927fcd2caba4b3d0dfc193a1dfbb4.jpg,1,saluki
87,/content/train/d85f6489eea87d3a09bb93c2e55b661d.jpg,1,weimaraner
88,/content/train/9a549f3e214768132fed22aaf9ce34f8.jpg,1,entlebucher
89,/content/train/ac4ea6b4fce3058dc84db8ee7c56fb81.jpg,1,irish_terrier
90,/content/train/e95daa31113477bd93955ae4852dd46a.jpg,1,maltese_dog
91,/content/train/0bf36935030d2b842b86526bdb367ff1.jpg,1,bloodhound
92,/content/train/d96f4ca79cee3713af5a08b5d1aeea17.jpg,1,pug
93,/content/train/3e2f226678909037ed26abc9c2289af9.jpg,1,standard_schnauzer
94,/content/train/422bda2b195f032680d00e41c06b3e39.jpg,1,malinois
95,/content/train/276de3bdc93f4220e5b7492dc601cf5c.jpg,1,english_setter
96,/content/train/d529e6b7a8f0191fe43dd6ea8db0c497.jpg,1,wire-haired_fox_terrier
97,/content/train/66246162973426de2172eabb2dc84f43.jpg,1,pug
98,/content/train/0b6837976df682360dc9ef25b81bc893.jpg,1,lakeland_terrier
99,/content/train/8df4b1fb271a526391593679992f9060.jpg,1,boxer
100,/content/train/cb43f233915a147d538eaaa7f4b45068.jpg,1,rhodesian_ridgeback
101,/content/train/2f75ab25f6c6a09e892137029497b06a.jpg,1,komondor
102,/content/train/56ce679c6526e48ea5b034d4f3226c80.jpg,1,airedale
103,/content/train/49cd12b943044687bb3b8ad80df7e103.jpg,1,wire-haired_fox_terrier
104,/content/train/4c37cf1f1efbd31a074dc5ac71b5570e.jpg,1,english_setter
105,/content/train/5086b396f901bf0a9f00ed64f8951c55.jpg,1,leonberg
106,/content/train/782319adbba9e5002b9f727abb845543.jpg,1,giant_schnauzer
107,/content/train/2ae0c93bbde7a8f13ed5583d97352a83.jpg,1,mexican_hairless
108,/content/train/01f8540fb1084107a6eb3e528f82c1aa.jpg,1,irish_terrier
109,/content/train/9236bd07cce91361f798145b5edb8a78.jpg,1,rhodesian_ridgeback
110,/content/train/200c04a24faf943612206e10715301fa.jpg,1,saluki
111,/content/train/f3972dd0068dd6e3b9b2da13c71c5af3.jpg,1,leonberg
112,/content/train/bd6927dadc87d3e7c5beb8009ecac5e2.jpg,1,bull_mastiff
113,/content/train/d476405a5ee545d4acc5d6840d7b2054.jpg,1,dingo
114,/content/train/8afbc403c8f96b6dcb9fa0a34ce39ea4.jpg,1,irish_setter
115,/content/train/19477984aa7b1543928557a7dcce685c.jpg,1,airedale
116,/content/train/c668cb4cfab62856f6520c4c3358fe08.jpg,1,brittany_spaniel
117,/content/train/2dc75d91efef1262d4a646dfc0d8ba31.jpg,1,bull_mastiff
118,/content/train/6fdfa3dad723189d42b506f366573e84.jpg,1,bernese_mountain_dog
119,/content/train/ca24aa6f316f6b2f28727421f933d3e6.jpg,1,bluetick
120,/content/train/095d868f796f86c8258750365a04f2cd.jpg,1,irish_terrier
121,/content/train/bab0b97cc5b817c669e10fe2c3a5a457.jpg,1,irish_terrier
122,/content/train/eea74111b12a1cc83201158a72cc141a.jpg,1,entlebucher
123,/content/train/f6505af99611986f0141aa986e71e766.jpg,1,welsh_springer_spaniel
124,/content/train/b72130fb5921d7a8711029fcd1f49e88.jpg,1,miniature_schnauzer
125,/content/train/734d7956e66fe08b1957baf37d242fbc.jpg,1,american_staffordshire_terrier
126,/content/train/114524d11fe49af5be43897233a4f65e.jpg,1,miniature_schnauzer
127,/content/train/02c48781eff39a66ae6dd8626e35809e.jpg,1,golden_retriever
128,/content/train/8101b90ffae96e4a152ff3cbbe55a23b.jpg,1,rhodesian_ridgeback
129,/content/train/1d499d102adc9f6b8b660fbe96f57d5a.jpg,1,lhasa
130,/content/train/34fea915be06e32d18061ee820c4a306.jpg,1,pekinese
131,/content/train/261ee1f32174c1ce20aa3ae952f5604e.jpg,1,cardigan
132,/content/train/a560b3e2b9403610346568f640278c89.jpg,1,italian_greyhound
133,/content/train/72a0a277c774fdac2a7e0e359b059d81.jpg,1,dhole
134,/content/train/e74f33ae3d78d3d2f8c75b8fc847f5ad.jpg,1,clumber
135,/content/train/03f2301867ca4d744773c4c06aa61d3c.jpg,1,lakeland_terrier
136,/content/train/5932cef047797c8a0ad22a8fe3e55ce3.jpg,1,border_collie
137,/content/train/db84277a5adca6b4a349396f6070287f.jpg,1,irish_setter
138,/content/train/019ff93e03802e661577b5869e099dcb.jpg,1,scotch_terrier
139,/content/train/b851f6cbfd20d707f7427a0278913045.jpg,1,walker_hound
140,/content/train/8cfc893064157fb61fc90bf9a5ab14dd.jpg,1,groenendael
141,/content/train/9064e11f8694a2af667baa8ea997f6b1.jpg,1,shih-tzu
142,/content/train/59df7d7a2707fb4e77a61d507b68cb07.jpg,1,border_terrier
143,/content/train/99ce3a403e4d0a7f57c2c520603aad50.jpg,1,lhasa
144,/content/train/83760a6f87ca62229ac44044d491f22f.jpg,1,cairn
145,/content/train/83868fecf5f61bdbe6ee8c86fe1de258.jpg,1,irish_setter
146,/content/train/a0a53d7b5d4f9d9004d9e2b21785f88c.jpg,1,afghan_hound
147,/content/train/8ca7a862f8419c130ea73917d12dfce5.jpg,1,old_english_sheepdog
148,/content/train/d5a421e33b9db2f03598af1760c71501.jpg,1,saint_bernard
149,/content/train/b941a00fdd9bdab17af68eaf935a1690.jpg,1,leonberg
150,/content/train/0cdd66f35d9b7d8b0a98a4d506396c0d.jpg,1,borzoi
151,/content/train/9012a23092a021327763c4227cfa2f62.jpg,1,saint_bernard
152,/content/train/e67eb5ac576a272a62033127bf4e6570.jpg,1,walker_hound
153,/content/train/68c05cf1e4889ed8f527a8189183a78d.jpg,1,miniature_pinscher
154,/content/train/dd126e42b474c3831f8fda33052428c1.jpg,1,bedlington_terrier
155,/content/train/778a40555323b9c9eb080086c29904f0.jpg,1,eskimo_dog
156,/content/train/0ac12e1849fd51b2158d16b8f5e75551.jpg,1,standard_schnauzer
157,/content/train/2f9dd5a6497e3dff263298855976a031.jpg,1,cairn
158,/content/train/8801d91c9e4a26fd20adccecf75291dd.jpg,1,otterhound
159,/content/train/e734678e0c18e103c41023e11b92e012.jpg,1,groenendael
160,/content/train/e297c765ac7e6c1d7c4657c7e72b1544.jpg,1,toy_poodle
161,/content/train/e57c7aad6b6851575b78e7a692df7ca3.jpg,1,scottish_deerhound
162,/content/train/aa709b13301acf8e0410f08edf4aa44e.jpg,1,irish_wolfhound
163,/content/train/e33ebba7c3621778acdd362e12d35660.jpg,1,malamute
164,/content/train/09d7cc03f9e9730bda53b4a590351838.jpg,1,maltese_dog
165,/content/train/4c49c4389f114434652b25258c10aff3.jpg,1,bernese_mountain_dog
166,/content/train/15b5cd948f5bcbb7a4f5b1904de4c6d5.jpg,1,greater_swiss_mountain_dog
167,/content/train/2de8d47770da0fb805ccf8461d062c54.jpg,1,scotch_terrier
168,/content/train/7d426866692811f2472124148fe2eb54.jpg,1,borzoi
169,/content/train/1c5575083fe9e346d66eac01d2cc5480.jpg,1,brabancon_griffon
170,/content/train/2e9c04fbf919d4bc2222a64fb15bad75.jpg,1,toy_terrier
171,/content/train/16e68faf318a580514ec2ae7fe295ec5.jpg,1,chow
172,/content/train/5dc9c12f0878656c49d97c6bb9dd3aa0.jpg,1,affenpinscher
173,/content/train/5de4391e5cdee98403e677607fd9f6b3.jpg,1,flat-coated_retriever
174,/content/train/6f86de5ce20b6ac43e0c4387a8014d26.jpg,1,samoyed
175,/content/train/435d09bc47562ab35704c2a10441b562.jpg,1,american_staffordshire_terrier
176,/content/train/8693f425d12011e396db417311b3ad2e.jpg,1,walker_hound
177,/content/train/2d2bc64f5ffaeae46af748c7f6c2afc9.jpg,1,norwegian_elkhound
178,/content/train/084f941981c326f26ea77158fb449c57.jpg,1,bull_mastiff
179,/content/train/67701487906aebc113f3690152b62bdf.jpg,1,collie
180,/content/train/1cbe771a950488b29515e712c8c91026.jpg,1,english_setter
181,/content/train/0afc7d87053cb44a529c78c0fac99886.jpg,1,norwich_terrier
182,/content/train/6d5eebf6f23457de5bae2fdc966c9818.jpg,1,soft-coated_wheaten_terrier
183,/content/train/5bff7dcc6792d252a75d6db6076cde3d.jpg,1,african_hunting_dog
184,/content/train/79d2ea336fda1392771cb594f3555945.jpg,1,staffordshire_bullterrier
185,/content/train/bea765154749ffbccdc2e4321027e3a8.jpg,1,black-and-tan_coonhound
186,/content/train/bcf1184ebdd1766a71ca793e5fa03e44.jpg,1,clumber
187,/content/train/439652e1b5e6262917a7e59cf9907171.jpg,1,soft-coated_wheaten_terrier
188,/content/train/7f98bb8d798eee9f2204b10aa52a153a.jpg,1,english_foxhound
189,/content/train/4f7acd612879022f09fb7e63eec8bb50.jpg,1,gordon_setter
190,/content/train/f4c570b8d49c119bbb2e988b240c95a4.jpg,1,siberian_husky
191,/content/train/fb6a9896061f29a967d802e4f6dbbd74.jpg,1,papillon
192,/content/train/a5d812a813274bd656337ad3a76947e2.jpg,1,doberman
193,/content/train/1a8e795682c930d9c2a953495cdaa54e.jpg,1,ibizan_hound
194,/content/train/97c18e836c38efdcdaf33648c17b2d78.jpg,1,affenpinscher
195,/content/train/e3a8e45ac0004fb87d2ac40bad70114e.jpg,1,bloodhound
196,/content/train/1ae80c7e781d72681bc8e582a703919d.jpg,1,welsh_springer_spaniel
197,/content/train/37d64a9f655d5cba312871de55c3d194.jpg,1,border_terrier
198,/content/train/8b3ed0409cab6259bd3f444bdb99bc38.jpg,1,siberian_husky
199,/content/train/610be4feab40415795ad8b34e6885bbc.jpg,1,malinois
200,/content/train/520ed1b4e99e9713765df78e55439e05.jpg,1,greater_swiss_mountain_dog
201,/content/train/bda8225dd3edf5e413f18e52fdcf5050.jpg,1,basenji
202,/content/train/263e169a83e941473a9026072ed74ebc.jpg,1,siberian_husky
203,/content/train/bbb4831f4cddf33b5ca25152dba1963f.jpg,1,bloodhound
204,/content/train/9e59cf6d7e916083b3178522091e5318.jpg,1,clumber
205,/content/train/8161ff9d8b2b1b91280f268463c51065.jpg,1,newfoundland
206,/content/train/7a706c61554042281c1d030267a8afc9.jpg,1,newfoundland
207,/content/train/e7af8f590b4fbdca0779f5e606ef91a1.jpg,1,cardigan
208,/content/train/289c74acec698535a1ba05330797289f.jpg,1,bluetick
209,/content/train/44a23af9ba4bc387361d7332196b24ca.jpg,1,doberman
210,/content/train/7ea325bc0e17ee42620b0bbca1118400.jpg,1,welsh_springer_spaniel
211,/content/train/73525bccae4a337aca50ed2cb77d5cc3.jpg,1,old_english_sheepdog
212,/content/train/a9e1530fa58de136e797b36bc16514b4.jpg,1,komondor
213,/content/train/c7b614f768b8f540ee3b77964f13852b.jpg,1,miniature_pinscher
214,/content/train/98dbdc1a5152948522cace80b264b3fd.jpg,1,briard
215,/content/train/6ea6d75a4d0d0a6c349ee5ac041dab97.jpg,1,chesapeake_bay_retriever
216,/content/train/71ca3cd2e957a3b37abbbcda4b4b665d.jpg,1,groenendael
217,/content/train/733770b0be38edc0764480260a5a408c.jpg,1,airedale
218,/content/train/289fe5f053910932c072c0296f5dc154.jpg,1,walker_hound
219,/content/train/5827b9cfa3d7962a2ee755524c915b24.jpg,1,bernese_mountain_dog
220,/content/train/733cd200a5fee973900125bc25bd67f2.jpg,1,dandie_dinmont
221,/content/train/7c58e4aeff32d7ed5e195d6d6c9e4e5d.jpg,1,chesapeake_bay_retriever
222,/content/train/adede2c5e311633f1b6d6b3109c733db.jpg,1,basset
223,/content/train/b4e20187a9b91d20f7e55615eb710785.jpg,1,bernese_mountain_dog
224,/content/train/cfcc1612346870da991980196d34e106.jpg,1,rhodesian_ridgeback
225,/content/train/da396ce6d0e1c98f796c8ef8f3c7fcd4.jpg,1,black-and-tan_coonhound
226,/content/train/1fc16112b9cc5a249b9b8331fa06335d.jpg,1,maltese_dog
227,/content/train/50c50de3f2fa733d729309d09ba2398c.jpg,1,bedlington_terrier
228,/content/train/0f9a30195723e9951f65ac1246e5deac.jpg,1,chesapeake_bay_retriever
229,/content/train/0b102a6aa442aed98f137616e924e18e.jpg,1,shih-tzu
230,/content/train/77206715d37089e33d8c126485ba24c7.jpg,1,great_pyrenees
231,/content/train/2127333089dfdddd0de3de85792599c2.jpg,1,beagle
232,/content/train/60eb88c2297910a80eb874bb36a2269e.jpg,1,saluki
233,/content/train/b97ab6811b1db9b236a4c01c9fd35a38.jpg,1,scottish_deerhound
234,/content/train/8d628ba3a953baa57b98f46a18ae9f4b.jpg,1,vizsla
235,/content/train/690d450078896cc7c1e358fa136b4ff9.jpg,1,scottish_deerhound
236,/content/train/eadb3e22a37eb409670a69c6ad4de19a.jpg,1,irish_terrier
237,/content/train/21aa762f1bc676e9278c2bfdb1b5cc64.jpg,1,scottish_deerhound
238,/content/train/1195f58740671fa1d73c91f39031e417.jpg,1,maltese_dog
239,/content/train/d03d4df9ecba147112407209140e0f78.jpg,1,appenzeller
240,/content/train/eda5e03fc28a7fd651cd1a7b864ae749.jpg,1,italian_greyhound
241,/content/train/dade054c9c79ab86ba523927c89d9858.jpg,1,eskimo_dog
242,/content/train/1c76aa98ddb88daf73b28701c722817e.jpg,1,afghan_hound
243,/content/train/5e0a717b94f756159c18738727bdb13e.jpg,1,german_shepherd
244,/content/train/5debb657539c327d21ee8696a2d7e07d.jpg,1,italian_greyhound
245,/content/train/dcec7c0803824f23b3faa75257d0daa4.jpg,1,bluetick
246,/content/train/eda47249346bbb28d89a524e3ff0c66b.jpg,1,west_highland_white_terrier
247,/content/train/56730cd7e7a19eb6187a829ebcdc3ad2.jpg,1,kerry_blue_terrier
248,/content/train/917ce8504f2a5347de1686975842b4bf.jpg,1,kerry_blue_terrier
249,/content/train/fa27c3d52a9c8a3c6f6801e92297963f.jpg,1,australian_terrier
250,/content/train/bd77320f65faa0645aeaca3939aeb856.jpg,1,english_foxhound
251,/content/train/19fb6b46c01c27f8cdc3b8245875707f.jpg,1,saluki
252,/content/train/205cbf889d8ce64e6f61ae2563fbb9f8.jpg,1,african_hunting_dog
253,/content/train/1f71ad688af967118708c855ca975594.jpg,1,west_highland_white_terrier
254,/content/train/eff87e94b7ba6bc2c8ddfc5e135c1892.jpg,1,whippet
255,/content/train/3ba3e52876f1eaf0cf3f011945a6bf72.jpg,1,leonberg
256,/content/train/390c0430ed5d9f8a4e1ad583ad4425e1.jpg,1,appenzeller
257,/content/train/4d60034b2d3fe176b6339e23e018e536.jpg,1,dhole
258,/content/train/a6c8e21983dec5202535bc6ce06272de.jpg,1,dingo
259,/content/train/cc97041986abdb8566a3ed4317f40c27.jpg,1,soft-coated_wheaten_terrier
260,/content/train/540c37123625bae630876c20617d931b.jpg,1,norwich_terrier
261,/content/train/6ad7ade84c235148e663d4cd336060e3.jpg,1,norfolk_terrier
262,/content/train/d23b5a08ba6eee9c78379bbe7ed4d64e.jpg,1,shih-tzu
263,/content/train/21733ecef08819821f584f27cfc961d9.jpg,1,border_collie
264,/content/train/3d24ce4a94e4763049d60425cb3e75ae.jpg,1,border_terrier
265,/content/train/8dbade75e5d93537341de6a378beecbb.jpg,1,bernese_mountain_dog
266,/content/train/d69249ffd14a08732369495e7ec37eff.jpg,1,sealyham_terrier
267,/content/train/c3e1b303c9f7cfc15f57038400548af8.jpg,1,lakeland_terrier
268,/content/train/5662700344c5f0cc5ac699a6d67fe1db.jpg,1,afghan_hound
269,/content/train/4505c9f9ead58992ff0ded371e401ca7.jpg,1,basset
270,/content/train/6cecc5ec666f9ff8f0994a2b7b3b3c50.jpg,1,lakeland_terrier
271,/content/train/c23585d9731052eb35ccf6308aba585b.jpg,1,shih-tzu
272,/content/train/c3008b4470c7c53a12d4490e51643548.jpg,1,standard_schnauzer
273,/content/train/49f52075406d36a58ce47f928819791a.jpg,1,welsh_springer_spaniel
274,/content/train/5e10c59dd98139adcdb59986ab9e5b19.jpg,1,standard_poodle
275,/content/train/064dff92e5654a8679f8971a027a4040.jpg,1,pekinese
276,/content/train/b60b61fec62e723569a084cbb13e5132.jpg,1,great_pyrenees
277,/content/train/c21453385ea62b14fca225f79f863520.jpg,1,groenendael
278,/content/train/fa5df9801dec89450f56f373b074518c.jpg,1,flat-coated_retriever
279,/content/train/eb0dd89eae4856af66b34d736e66849c.jpg,1,italian_greyhound
280,/content/train/a234febaeeba77417fd731d9c5d3a692.jpg,1,irish_setter
281,/content/train/0d695ef1bfe438be0cedcb8ef146afad.jpg,1,toy_poodle
282,/content/train/fa1e9d2b34ac79ba9b2358b2c0d803f5.jpg,1,keeshond
283,/content/train/56bdde870df11eb6049e2f1229bc8fe0.jpg,1,pug
284,/content/train/c8c8daf81110ff42e849399940b46caa.jpg,1,redbone
285,/content/train/f46f1e81fe9224c6ee6206ff24aa6b31.jpg,1,boxer
286,/content/train/08ea655aa168d87806340c336d07f1c9.jpg,1,toy_poodle
287,/content/train/1e4c6a2caedfec81de49eea2ee570fcf.jpg,1,basenji
288,/content/train/24804d5b56da5261bd21663194a4444a.jpg,1,bernese_mountain_dog
289,/content/train/28f7140259e0f9d36cd67cb3f194fe34.jpg,1,airedale
290,/content/train/ec02eb6e9f6814f7d0f9dda0f642260a.jpg,1,english_foxhound
291,/content/train/153f05ef64f050530ea746a357855b20.jpg,1,wire-haired_fox_terrier
292,/content/train/56a55febaf11773cfa1802f01104d7c0.jpg,1,chesapeake_bay_retriever
293,/content/train/ed1957de19321d3f09348c0c1e3321a8.jpg,1,japanese_spaniel
294,/content/train/5783b64ce4c041c603e436f27e9c7e4c.jpg,1,weimaraner
295,/content/train/c80a85e009935022c6401517fb1cd02a.jpg,1,basset
296,/content/train/a72448bdbaa5e486245d38f50ca37e42.jpg,1,miniature_poodle
297,/content/train/d91761b9302c37487710a4d8f890ba97.jpg,1,soft-coated_wheaten_terrier
298,/content/train/a6d5caaaef25e159036ed2de0e69b2df.jpg,1,bedlington_terrier
299,/content/train/3992fe6af13ed5db7e478c6bf95f1fbc.jpg,1,toy_poodle
300,/content/train/49f02ef8a1f6f1104af5e12262a8a76b.jpg,1,bedlington_terrier
301,/content/train/40fe6e14c7912b1733eecf7d6a667f23.jpg,1,basenji
302,/content/train/9aad83b24fe76204e25cd5f7341586fe.jpg,1,doberman
303,/content/train/ad282d2da0cc82233dbc487e8ca80aed.jpg,1,leonberg
304,/content/train/7cd55fe61c967313bfca8ead6bb94580.jpg,1,boston_bull
305,/content/train/f2f05d15bf695d5bb45ca909887230f9.jpg,1,bull_mastiff
306,/content/train/b36db4c42629a8fda912011e967d9f8a.jpg,1,bernese_mountain_dog
307,/content/train/c2d352fbc92dd1fd1a043634676fada1.jpg,1,clumber
308,/content/train/85a80f0663e1373dc17a9251a32a3d5f.jpg,1,kuvasz
309,/content/train/1c0d254ae49836d3365bec5e9f663550.jpg,1,whippet
310,/content/train/486ae1ca61f84a930a58ece5d8c8d95e.jpg,1,pomeranian
311,/content/train/9a10d6f7fb0c766648b1ce1374fa72fa.jpg,1,doberman
312,/content/train/fdb60e77166ba6aa999e5dab05c44dbc.jpg,1,english_foxhound
313,/content/train/5c79f8b596036c75fbc266289e4cc46c.jpg,1,dingo
314,/content/train/9806378e6363a0c93fa66c152fa094b2.jpg,1,clumber
315,/content/train/26564f73942083a302df9d6aa23d7acf.jpg,1,siberian_husky
316,/content/train/d4a4869618c541244f4018aaac00a0b6.jpg,1,chesapeake_bay_retriever
317,/content/train/51cf930fcaa72551347eaed4b2e08f1b.jpg,1,irish_terrier
318,/content/train/62b183c7911013ede0b56a4f9184e32e.jpg,1,curly-coated_retriever
319,/content/train/ab7b1ed1d8c171e0e491b7fcde86ef16.jpg,1,irish_water_spaniel
320,/content/train/fa3bc3e096a2967f26113992b29b23b5.jpg,1,yorkshire_terrier
321,/content/train/30e13c562674d156443f1466a7a219b5.jpg,1,boxer
322,/content/train/911abd1a39cdc943dc4b0b5d3c19d86d.jpg,1,italian_greyhound
323,/content/train/f056f4655ec9b7b942c1fcd6d4ea61f5.jpg,1,pug
324,/content/train/a3d4baf88f32073eb9fda83ff629728e.jpg,1,boston_bull
325,/content/train/2329f9e00a661ef8e0935b731669c935.jpg,1,airedale
326,/content/train/4ca6732ea8c9a354d28b5e8fc71385e4.jpg,1,cairn
327,/content/train/c262517d318bf15ef67b2e6164d1d665.jpg,1,pembroke
328,/content/train/c43f8987dc2992971f4316cecc4cad73.jpg,1,labrador_retriever
329,/content/train/360f34d53e00c3c6ad0681df0c176bf7.jpg,1,tibetan_terrier
330,/content/train/ea15f35659972aef8ce3472d65037c4d.jpg,1,otterhound
331,/content/train/bbdd2335f51e0d7f30b0c68fe942e3cb.jpg,1,old_english_sheepdog
